AccountID,TransactionID,TransactionAmount,TransactionCurrencyCode,LocalHour,TransactionScenario,TransactionType,TransactionIPaddress,IpState,IpPostalCode,IpCountry,IsProxyIP,BrowserLanguage,PaymentInstrumentType,CardType,PaymentBillingPostalCode,PaymentBillingState,PaymentBillingCountryCode,ShippingPostalCode,ShippingState,ShippingCountry,CvvVerifyResult,DigitalItemCount,PhysicalItemCount,TransactionDateTime
L9731729466854574,XS7KT82T-1S68-4LQT-O9UJ-SF3YHEY91PYC,1678.92,USD,23,A,P,67.219,michigan,49024,us,FALSE,en-US,CREDITCARD,VISA,49024,MI,US,49024,MI,US,M,1,3,2/11/2007 8:33
R3699202955355993,Q57IG75P-8KYK-YWEN-IF7A-BALF6BY11Z53,255.42,USD,16,A,P,80.92,luxembourg,2326,lu,FALSE,fr-LU,CREDITCARD,VISA,1940,,LU,1940,,LU,M,2,15,2/28/2007 14:39
F2239834197911265,VXX6GNSR-YKEB-RX5K-J0TY-OA20I4F9E04Q,1834.24,GBP,0,A,P,12.16,alabama,35233,us,FALSE,en-US,CREDITCARD,VISA,35243,AL,US,35243,AL,US,,2,1,6/6/2007 7:34
C1321314324625266,ZIUQXX2O-O8FN-BF6D-B564-J3CXWJJJDBZY,1544.52,USD,16,A,P,68.54,mississippi,39401,us,FALSE,en-US,PAYPAL,MC,39465,MS,US,39465,MS,US,M,9,14,8/9/2007 18:23
Y6535598813532723,6JDHUUSF-KKRI-KFAQ-W6ZE-93PQ6OCS6C3R,872.05,USD,2,A,P,67,new mexico,87106,us,FALSE,en-US,CREDITCARD,AMEX,87742,NM,US,87742,NM,US,M,4,1,4/11/2007 13:56
A6309266579817673,FVEDESYJ-B3PX-SM5Y-ICWL-0HQS5R39LXP0,1353.26,CAD,10,A,P,122.179,karnataka,560000,in,FALSE,en-IN,CREDITCARD,VISA,560102,Karnataka,IN,560102,Karnataka,IN,M,1,23,4/24/2007 3:58
S4233745235591469,FZ00RJ31-PM4I-GBYW-CZXO-RAA8ZR6JGEUX,295.55,USD,4,A,P,76.23,massachusetts,2132,us,FALSE,en-US,CREDITCARD,VISA,2130,MA,US,2130,MA,US,M,10,25,2/20/2007 9:39
Y5575639871031317,H4GPWGJN-POMT-LWHN-3DSR-6C1VVJ3YVNSB,1304.13,USD,17,A,P,74.106,california,92262,us,FALSE,en-US,CREDITCARD,VISA,92261,CA,US,92261,CA,US,M,7,15,3/12/2007 23:59
K4216588859819947,AUIRA4T0-GMM7-A3WG-KA15-BE7ACB8GIHV5,718.95,USD,5,A,P,75.131,georgia,30046,us,FALSE,en-US,CREDITCARD,MC,30043,GA,US,30043,GA,US,M,8,18,3/2/2007 11:58
L1445305150165223,58XBH7XV-ARXB-5P19-4A7A-8M6NQVOC033M,1227.39,CAD,9,A,P,88.13,barcelona,8001,es,TRUE,eu-ES,CREDITCARD,VISA,8195,Barcelona,ES,8195,Barcelona,ES,M,3,22,3/28/2007 8:13
F3000411029044831,KAAR3GZ0-VYX1-T7AL-955F-PM785BSCFEOY,1388.38,GBP,7,A,P,97.75,texas,75219,us,FALSE,en-US,CREDITCARD,VISA,76087,TX,US,76087,TX,US,M,2,3,3/14/2007 18:08
V2019542869538363,K1W02S4W-8MAN-AJZC-6SNB-FQDAY4366KXW,727.87,BRL,19,A,P,209.89,alberta,t1x 1e1,ca,FALSE,en-CA,CREDITCARD,VISA,T2X2A5,AB,CA,T2X2A5,AB,CA,M,5,12,3/14/2007 18:22
C7126610798741797,DJMYDZ58-7MDA-P98O-OTO5-S1GKBZJ65VTT,1127.24,GBP,22,A,P,24.58,new york,10020,us,FALSE,en-US,CREDITCARD,VISA,14850,NY,US,14850,NY,US,M,4,25,7/12/2007 19:43
N1482188115467810,15M8SBTL-YYCX-2Q02-G0XB-V83UDUHCE5M8,1120.52,EUR,10,A,P,177.32,sao paulo,01001-000,br,FALSE,pt-BR,CREDITCARD,VISA,04162-001,SP,BR,04162-001,SP,BR,M,2,8,4/1/2007 20:52
J3455777549541341,PN08MLO3-6HBX-3W9M-3CSH-39XLM77RTSZM,1703.54,NOK,4,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,MC,99347,WA,US,99347,WA,US,M,4,21,2/10/2007 10:54
C3901557088312748,VN4LZ3XT-WJFY-R9F7-W99J-IFUUODGQYMPD,674.58,USD,13,A,P,87.63,midtjylland,8000,dk,FALSE,da-DK,CREDITCARD,MC,8310,,DK,8310,,DK,M,3,9,3/7/2007 2:27
L9936399313211384,SMOR8IMR-ASUD-GDIH-BXG7-G2DFJL231TXS,588.49,GBP,0,A,P,81.161,hovedstaden,2600,dk,FALSE,da-DK,CREDITCARD,VISA,2770,,DK,2770,,DK,M,1,8,7/7/2007 10:40
G3906253255146216,G3P6HPSS-DNHT-OWXR-H88M-5X8C2Y133ZKK,1449.51,USD,4,A,P,99.195,louisiana,71108,us,FALSE,en-US,CREDITCARD,,36549,AL,US,36549,AL,US,M,3,18,6/23/2007 5:35
K7585851973689579,GB2KX0M3-DJ0P-JHFO-VNK9-VN68K4VQ4BUT,538.32,EUR,5,A,P,71.45,alabama,35233,us,FALSE,en-US,CREDITCARD,VISA,35222,AL,US,35222,AL,US,M,9,9,8/10/2007 3:53
A7223216431766397,C2ZDD7QG-5ZAJ-7IGZ-QHXM-TIXYNPBC4P7C,672.61,USD,14,A,P,172.129,virginia,20147,us,FALSE,en-US,CREDITCARD,MC,48503,MI,US,48503,MI,US,M,1,10,2/11/2007 1:57
M5050460180189017,4081SPXE-A9X1-64AJ-77C2-U4HCQCC3ZWES,822.33,USD,23,A,P,97.119,montana,59626,us,FALSE,en-US,CREDITCARD,VISA,59632,MT,US,59632,MT,US,M,9,10,6/16/2007 13:27
Q2546990135249589,Q5ZE42F7-I0PV-P5LG-9DT4-TH50HITUCSAE,1683.94,USD,18,A,P,50.76,oregon,97401,us,FALSE,en-US,CREDITCARD,,97440,OR,US,97440,OR,US,M,2,16,8/21/2007 20:55
H4149916999684375,PXS1HG29-23T7-FWJN-MR2R-QZ99ZQIQ1IQ6,1913.91,USD,0,A,P,24.241,missouri,63139,us,FALSE,en-US,CREDITCARD,VISA,62223,IL,US,62223,IL,US,M,1,2,3/28/2007 22:52
P8627453522088479,97M4U8VM-UM2Y-L0IT-U8KE-NU8M8TBWXWCK,238.86,USD,6,A,P,216.15,new york,14534,us,FALSE,en-CA,CREDITCARD,VISA,L4B 3G8,ON,CA,L4B 3G8,ON,CA,,8,25,9/28/2007 13:00
S1657588276854578,XAZFBL80-AWQG-W5ZP-C9TG-XS8HLNQEQSGS,1771.88,USD,5,A,P,66.56,georgia,30341,us,FALSE,en-US,CREDITCARD,VISA,30319,GA,US,30319,GA,US,M,9,15,3/8/2007 18:26
S3528463510388653,E2Y9FSLB-PO3Y-KDPM-YISQ-87S6M10FPUNQ,539.46,USD,15,A,P,99.106,connecticut,6608,us,FALSE,en-US,CREDITCARD,VISA,6810,CT,US,6810,CT,US,M,1,3,3/16/2007 5:15
A3507789925465928,O4JOHG0N-SPLL-BKJZ-JWU9-3WBD11ENCEGM,1404.34,USD,23,A,P,24.102,pennsylvania,17837,us,FALSE,en-US,CREDITCARD,VISA,17837,PA,US,17837,PA,US,M,0,25,8/16/2007 11:51
R5981710323528134,LBMG9L6B-ZBS7-WW9M-LL4Q-06QSGE6UQ9XC,1529.27,USD,6,A,P,98.22,illinois,60053,us,FALSE,en-US,CREDITCARD,,60201,IL,US,60201,IL,US,M,7,5,3/8/2007 2:00
J5220473919349326,PK3FVH0J-2ZN5-WXWY-DO77-GS6BY5YZ5YLH,1967.57,USD,10,A,P,121.215,western australia,6000,au,FALSE,en-AU,CREDITCARD,VISA,6081,Western Australia,AU,6081,Western Australia,AU,M,6,5,11/7/2007 21:55
R5137123944276197,921VZYTS-7L7C-5WFU-NFIF-AXPU3FP7MCD4,846.68,KRW,14,A,P,166.147,georgia,30309,us,TRUE,en-US,CREDITCARD,VISA,33024,FL,US,33024,FL,US,M,2,20,5/20/2007 14:40
Z8585424598364799,18A7X9Y5-231G-1ACT-GD02-IKPYGDELJI1F,1373.72,USD,21,A,P,83.55,madrid,28001,es,TRUE,eu-ES,CREDITCARD,MC,29660,M�laga,ES,29660,M�laga,ES,,2,13,2/11/2007 4:21
J5211443111145561,RQ3UPEXJ-9F5P-U2A5-0N4K-FPOC76OOBP15,1463.48,USD,17,A,P,97.78,alabama,36025,us,FALSE,en-US,CREDITCARD,VISA,36025,AL,US,36025,AL,US,M,8,12,4/18/2007 3:53
W5507100425169980,R2SZJ3LJ-GP88-13K0-XHDN-8KWD1O8GAYKJ,1664.33,USD,22,A,P,81.234,orebro lan,70201,se,FALSE,sv-SE,CREDITCARD,MC,69436,,SE,69436,,SE,U,8,1,2/10/2007 15:28
Z6151539113974324,Y9APDM8D-ECLB-T5TH-97A3-ZZURGIQLP61I,1306.95,NZD,15,A,P,95.24,moskva,100000,ru,FALSE,ru-RU,PAYPAL,VISA,117000,,RU,117000,,RU,M,7,0,1/1/2008 1:52
R7032488993266887,ITSP3NY4-NQKB-TTPN-IOJZ-Z4WUNSUD8B67,1867.33,USD,5,A,P,174.64,louisiana,70806,us,FALSE,en-US,CREDITCARD,VISA,70810,LA,US,70810,LA,US,,10,1,4/21/2007 12:55
S6952719569471924,ZKDGKBYZ-BMR1-8NTU-9E0T-3SAIFAO951BU,992.7,USD,1,A,P,68.13,virginia,23509,us,FALSE,en-US,CREDITCARD,VISA,23608,VA,US,23608,VA,US,M,9,24,3/8/2007 5:27
T2867237565863410,2DSJKV65-PQ1K-1U4G-ROMR-XJH8BKUMLGVR,1814.97,USD,18,A,P,189.6,rio de janeiro,20010-000,br,FALSE,pt-BR,PAYPAL,VISA,22245-090,RJ,BR,22245-090,RJ,BR,M,8,8,2/11/2007 1:30
N3189485430321454,W5ESGARH-AUD3-B3TA-3R68-W08UI7HTXQMH,1753.07,USD,15,A,P,78.12,paris,75001,fr,FALSE,fr-FR,CREDITCARD,VISA,86400,,FR,86400,,FR,M,9,3,2/23/2007 0:04
A4691936223818290,O3148O7L-US5P-WOW0-NIW2-RPJ6F4VFOCC3,1302.79,USD,3,A,P,109.99,bucuresti,70000,ro,FALSE,de-DE,CREDITCARD,VISA,41564,,DE,41564,,DE,M,4,11,5/22/2007 8:25
L5671662670297487,XFWUAPXL-E0FS-K3IG-0RTZ-WF8SRGB5CUXY,836.82,BRL,14,A,P,67.182,utah,84057,us,FALSE,en-US,CREDITCARD,VISA,84604,UT,US,84604,UT,US,M,6,4,4/30/2007 5:48
H8552738224239945,TZ0J9AX1-FPQC-5M49-024S-EDIDYEWH96HG,112.1,USD,4,A,P,69.14,virginia,22303,us,FALSE,en-US,CREDITCARD,VISA,20902,MD,US,20902,MD,US,M,0,3,5/8/2007 22:36
G5142176329738092,JAQ3AN9U-XG8P-B99L-OE82-4Y6Y8V3B5VTF,347.12,USD,10,A,P,83.193,vienne,86000,fr,FALSE,fr-FR,CREDITCARD,VISA,17610,,FR,17610,,FR,,6,5,2/10/2007 11:56
N3483468572686300,CVNCI713-E6ZC-QMY4-IS72-BM4WSVIIP4C1,476.8,CAD,21,A,P,67.188,california,94945,us,FALSE,en-US,CREDITCARD,VISA,94945,CA,US,94945,CA,US,M,2,3,2/12/2007 17:48
L1264103084047997,GJYCU3E0-MG3H-X7VK-JDE1-ZLCDJU5QWZCT,663.78,USD,8,A,P,96.8,texas,78132,us,FALSE,en-US,CREDITCARD,VISA,78006,TX,US,78006,TX,US,M,8,8,2/24/2007 21:03
C9949317096227109,9MO2KATW-30WZ-NJQO-JE9S-2WESWO449Q4J,1728.67,CAD,19,A,P,78.99,bratislavsky,85009,sk,FALSE,sk-SK,CREDITCARD,VISA,900 31,,SK,900 31,,SK,M,7,0,3/6/2007 21:27
M2042363531137582,ZUL6D1LV-YYI6-AD86-NN30-W8WX7GS1PXCB,886.49,USD,19,A,P,84.202,hordaland,5031,no,FALSE,en-US,CREDITCARD,VISA,5063,,NO,5063,,NO,M,10,13,2/10/2007 13:44
I8386116012911996,L4FVEMV3-MHZE-67J3-T9O0-3ER0XU0UAWJY,1723.18,AUD,8,A,P,99.99,florida,33417,us,FALSE,en-US,CREDITCARD,,,,US,,,US,M,10,22,4/17/2007 13:01
C9080540951714488,L1BNFBDU-50YS-ND84-3LYK-TPE7GM5YZI9F,1671.28,USD,23,A,P,98.157,virginia,24641,us,FALSE,en-US,CREDITCARD,,24637,VA,US,24637,VA,US,M,2,7,2/10/2007 21:18
T7244474529772458,EK7HOKD5-UT2J-5XNW-60US-IYGV27A5NGYU,438.52,USD,11,A,P,71.234,massachusetts,1440,us,FALSE,en-US,CREDITCARD,VISA,1452,MA,US,1452,MA,US,M,7,14,2/11/2007 7:39
Q8115913588903022,68OKI9HD-ZJ2E-WSRZ-RY5L-4H4KL9X7EC5B,1987.96,USD,2,A,P,192.226,quebec,h2v 1c4,ca,FALSE,fr-CA,CREDITCARD,VISA,J2G 4M8,QC,CA,J2G 4M8,QC,CA,M,10,18,3/1/2007 5:12
P7302355726469132,UL86Y8KI-HX87-D3YH-41RY-V2NUP34ZJDUE,140.31,MXN,10,A,P,24.44,new jersey,7446,us,FALSE,en-US,CREDITCARD,VISA,7446,NJ,US,7446,NJ,US,M,9,23,6/18/2007 9:52
X9888716474634926,HNMZRQSU-I9L3-4RFZ-6VZ2-XZSLRRICY4EF,196.89,GBP,0,A,P,67.83,new york,11226,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,8,21,5/6/2007 7:32
U8380385860846262,GQSS3LWV-2ZR2-VX0M-3QM4-XZBTIAP5G77T,1638.22,USD,2,A,P,208.12,new jersey,7601,us,FALSE,en-US,CREDITCARD,MC,7657,NJ,US,7657,NJ,US,M,2,20,4/24/2007 8:56
W8423137429388584,MNM06QY0-JICV-M4B9-4HS1-MXY3TJHFC7ZC,222.78,CAD,7,A,P,176.251,slough,sl1,gb,FALSE,en-GB,CREDITCARD,,bb10 1eq,,GB,bb10 1eq,,GB,N,9,12,2/17/2007 8:24
X1138999638826676,59C11KV2-RSHZ-8ZX8-FRP4-N6PZJLCZ5YUC,314.61,USD,22,A,P,96.38,tennessee,38305,us,FALSE,en-US,CREDITCARD,,,,US,,,US,M,10,0,10/10/2007 10:54
W8732898664456268,AY2SNTDU-D79T-5AIQ-01BF-CB1K2MI2CZOG,638.38,AUD,0,A,P,2.217,greater london,se24,gb,FALSE,en-GB,CREDITCARD,VISA,CH61 1AZ,,GB,CH61 1AZ,,GB,M,6,21,9/27/2007 2:38
S2486331029902348,XO8QJQ18-VS3R-BZZ5-W9TB-XP6IJCMHR6PH,1312.76,USD,17,A,P,98.15,new york,12586,us,FALSE,en-US,PAYPAL,MC,10121,NY,US,10121,NY,US,M,0,25,3/4/2007 8:57
U1473829992067216,GP3O2VK7-BQ0O-VTW9-TBZ2-2TKN16B3AU6D,252.69,AUD,19,A,P,24.181,minnesota,55805,us,FALSE,en-US,PAYPAL,VISA,56379,MN,US,56379,MN,US,M,3,12,2/23/2007 1:41
P8205911755371949,L2JV34YR-67G9-8ICV-AYFD-24X9FJWK45KV,893.89,USD,7,A,P,213.144,noord-holland,1000,nl,FALSE,nl-NL,CREDITCARD,MC,3825 AC,,NL,3825 AC,,NL,M,1,6,2/14/2007 14:48
D1795510969941650,634MZ8KQ-B63F-3TO1-TZGW-BEBM0IPPN1F5,276.18,BRL,9,A,P,86.181,sheffield,s1,gb,FALSE,en-GB,CREDITCARD,VISA,HP160AL,,GB,HP160AL,,GB,M,2,12,4/9/2007 19:37
S6982377517159121,66JGE0LG-STTJ-MUS0-XMQB-YAO3D2UEF7JS,1930.27,USD,20,A,P,68.225,arizona,85013,us,FALSE,en-US,CREDITCARD,,85258,AZ,US,85258,AZ,US,M,1,19,7/31/2007 5:33
L1434746893638436,HZD5BMAI-2KWR-ANCM-X93J-7YQSJSU58WNF,1542.06,CAD,4,A,P,184.79,texas,75219,us,FALSE,en-US,CREDITCARD,MC,76302,TX,US,76302,TX,US,,4,16,3/31/2007 1:41
K9382640394604745,UD9W2OGP-97SK-UX24-TZM0-ISY6FC8H5ULV,1859.91,USD,5,A,P,86.44,dublin,0,ie,FALSE,en-IE,CREDITCARD,AMEX,,,IE,,,IE,M,7,13,2/11/2007 8:36
V3890439595111921,MUJ21GB8-RD0R-89YA-7QW6-EV79G0BQJH27,1695.93,USD,13,A,P,98.215,illinois,62523,us,FALSE,en-US,CREDITCARD,VISA,62522,IL,US,62522,IL,US,M,10,9,2/10/2007 19:06
F3217847692438763,L42P2XYW-6Y4Z-AAFH-59SQ-0UN5G2L6U1R8,1715.02,USD,21,A,P,75.65,tennessee,38111,us,FALSE,en-US,CREDITCARD,MC,38122,TN,US,38122,TN,US,M,6,23,3/6/2007 1:03
M5877711998417931,1U0YJ32M-HZ7M-0KON-TLYZ-GDVSAQ8DG0M1,470.61,USD,22,A,P,201.141,distrito federal,1000,mx,FALSE,es-MX,CREDITCARD,AMEX,16010,Distrito Federal,MX,16010,Distrito Federal,MX,M,4,11,5/3/2007 2:20
M3299345948513173,K8UI0HF4-09ZW-2VEU-YB1P-J9YL3S6TCC9T,1080.48,AUD,11,A,P,175.38,new south wales,1005,au,FALSE,en-AU,PAYPAL,VISA,,,AU,,,AU,M,0,20,5/5/2007 12:21
C2602436526865245,W3YDAJXF-ZURP-LXCG-GBJA-TR9USV1PWSZP,1913.87,CAD,12,A,P,71.236,pennsylvania,15601,us,FALSE,en-US,CREDITCARD,,15642,PA,US,15642,PA,US,M,10,14,9/28/2007 13:16
Q9719202376829632,QEQR5QGI-P2IT-00AP-3CKY-P5OQDA3CWN5P,1164.66,GBP,10,A,P,108.193,texas,77007,us,FALSE,en-US,CREDITCARD,,77382,TX,US,77382,TX,US,,3,14,3/2/2007 16:00
Q8195422469884840,LCGZ572O-BP10-WFE4-OHLD-NYKKO8PTBM5K,583.35,USD,5,A,P,71.202,california,95122,us,FALSE,en-US,CREDITCARD,VISA,95138,CA,US,95138,CA,US,M,3,6,8/9/2007 19:19
Y6708551976598788,PJL9JFLI-HE6C-KXJT-P2HJ-SM3S056Z4QPQ,1667.01,EUR,21,A,P,50.16,virginia,20147,us,FALSE,en-US,CREDITCARD,VISA,6073,CT,US,6073,CT,US,M,9,2,10/29/2007 2:01
H4481469186771556,DPITT80C-EM2V-FNQI-G84R-JROHDA6PP0YH,610.54,USD,18,A,P,71.55,florida,32812,us,FALSE,en-US,CREDITCARD,VISA,34771,FL,US,34771,FL,US,M,0,16,5/12/2007 6:24
Q7062317265305488,NE9A3KUZ-MEUI-4NPC-6H1Q-V6O1VZFO529T,585.76,USD,6,A,P,129.177,hordaland,5031,no,FALSE,nn-NO,CREDITCARD,VISA,5008,,NO,5008,,NO,M,3,18,7/22/2007 18:57
I3207491579791055,ELJ09AMU-6QV1-GHSU-UUT3-YIR2LIDQ0H0B,1613.31,USD,15,A,P,198.137,georgia,30602,us,FALSE,en-US,CREDITCARD,MC,30606,GA,US,30606,GA,US,M,1,6,6/11/2007 1:19
D9152851118134600,2A4J6HO0-857J-FTUM-QUQ4-1RHHH7XCGRT4,1126.53,USD,18,A,P,72.146,louisiana,71108,us,FALSE,en-US,CREDITCARD,VISA,71037,LA,US,71037,LA,US,M,0,7,8/14/2007 1:11
P1205874477026037,G80M0ASA-SP17-8GEX-VISJ-IU34P62VN4GR,1232.63,USD,12,A,P,24.215,new york,10020,us,FALSE,en-US,CREDITCARD,VISA,10024,NY,US,10024,NY,US,M,2,16,6/26/2007 1:22
G9681839795174136,001P2NZF-NANU-U0M4-IAC0-I0PIYN4D5M2R,753.06,USD,13,A,P,2.125,slough,sl1,gb,FALSE,en-GB,CREDITCARD,VISA,CM13 2RG,,GB,CM13 2RG,,GB,M,3,1,2/20/2007 10:16
G8101672823179547,1KFKY8CT-8Y4J-JO4S-RVWL-IQ148C0F1SQC,351.88,USD,8,A,P,108.83,california,95050,us,FALSE,en-US,CREDITCARD,VISA,94104,CA,US,94104,CA,US,M,4,21,2/25/2007 13:49
I6401791833179709,L5IB97K6-NX8M-3LE2-THTC-LMPS1J4CR8Z1,953.97,DKK,23,A,P,46.45,mazowieckie,0,pl,FALSE,pl-PL,CREDITCARD,VISA,98-220,l�dzkie,PL,98-220,l�dzkie,PL,M,3,13,6/22/2007 12:17
D8628115330366619,VN2DSGIT-BVXI-17FU-QJAE-FUQO2PK47ST2,1831.17,USD,23,A,P,58.173,new south wales,1005,au,FALSE,en-AU,CREDITCARD,VISA,2166,New South Wales,AU,2166,New South Wales,AU,M,8,25,4/21/2007 18:40
E3899646685195645,TSUNY4H4-VEJ7-9W75-ELSE-1BMYUUO4IHQW,56.92,USD,21,A,P,122.15,new south wales,1005,au,FALSE,en-AU,CREDITCARD,MC,4700,Queensland,AU,4700,Queensland,AU,M,1,22,10/30/2007 1:01
H1479669657415777,IY0NLWM1-AKUL-N5DM-SIWA-3ME38466O4UR,1669.3,USD,2,A,P,68.232,michigan,49418,us,FALSE,en-US,CREDITCARD,VISA,,,,,,,M,10,14,8/27/2007 15:06
P2829758433603211,O9JK5T4W-0S8D-TTGE-ZAGK-LU2EYPBGGUQT,1291.21,USD,6,A,P,109.99,bucuresti,70000,ro,FALSE,fr-FR,CREDITCARD,VISA,,,,,,,M,8,25,8/1/2007 1:07
Z2261668261757843,GMSZ15OY-EP6H-6047-C3C0-1AW4UC0NKLHH,958.17,EUR,0,A,P,70.26,quebec,j8x 1n5,ca,FALSE,fr-CA,CREDITCARD,VISA,,,CA,,,CA,M,10,15,8/11/2007 16:48
O2228301249532039,ZL8ST1NE-SJXB-WJEL-LV8S-LTAUZE6S1EC9,889.53,USD,20,A,P,72.241,ohio,43606,us,FALSE,en-US,CREDITCARD,VISA,48182,MI,US,48182,MI,US,M,9,4,5/24/2007 4:27
B2952384084631361,FL8J8UOF-2JUN-6F47-U8T5-M6IGE6IF0VU9,144.61,INR,16,A,P,64.21,iowa,50131,us,FALSE,en-US,CREDITCARD,VISA,58102,ND,US,58102,ND,US,,10,14,2/15/2007 6:48
O8455785493287012,UR9Z4BAQ-TZQ1-USBY-YROE-ZBX06IS8C9ZS,334.84,USD,5,A,P,27,okinawa,904-0100,jp,FALSE,en-US,CREDITCARD,VISA,67207,KS,US,67207,KS,US,M,6,13,3/22/2007 3:51
U9880881347681413,12JYERII-UQO3-9J0Q-1FN2-8DQQBCUX9B28,1123.62,GBP,18,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,,96756,HI,US,96756,HI,US,M,10,18,6/3/2007 3:35
R6841987477626712,MYTXW699-0IW8-YSYJ-0KTX-3UK13T769TF0,1129.42,USD,11,A,P,90.215,slough,sl1,gb,FALSE,en-GB,CREDITCARD,MC,wv4 4lj,,GB,wv4 4lj,,GB,M,8,8,8/4/2007 15:16
K8805371190553608,FYBO8T78-4153-EBQP-PX5C-VLBMDET3WJQI,1639.34,USD,6,A,P,67.87,new york,11226,us,FALSE,en-US,CREDITCARD,AMEX,14424,NY,US,14424,NY,US,M,1,18,2/10/2007 10:50
R1864799647297500,A13ODI4A-AQFA-8L0F-WK5M-SZD2XXFIJ08C,1419.93,USD,8,A,P,86.41,cork,0,ie,FALSE,en-IE,PAYPAL,VISA,,,IE,,,IE,M,7,18,11/28/2007 1:31
A7339519267985930,4KUYMOJQ-1T79-RJRV-Q5CA-IX8NJ89FSZ4R,1491.34,USD,19,A,P,108.161,texas,76444,us,FALSE,en-US,CREDITCARD,MC,76446,TX,US,76446,TX,US,M,6,8,2/11/2007 1:50
E6682713818349969,AWMRVX2F-YAEN-KJT1-D6GB-SNV2J7PNX5KU,1884.3,USD,22,A,P,131.107,washington,98052,us,TRUE,en-US,CREDITCARD,MC,,,US,,,US,,2,1,9/14/2007 10:21
U8057915195634101,35MNMX92-QUDB-MH8U-RU7J-FS3YCK34RQHU,412.47,USD,2,A,P,86.169,sheffield,s1,gb,FALSE,en-GB,CREDITCARD,VISA,TQ1 3RQ,,GB,TQ1 3RQ,,GB,M,2,5,4/26/2007 16:49
Q6884604991048271,UL63M960-8XGO-NA9U-OEIZ-OVHIAMUGO7QS,265.32,USD,6,A,P,190.85,distrito capital,0,co,FALSE,es-CO,CREDITCARD,MC,,,CO,,,CO,M,6,4,4/5/2007 17:07
H4582125017742852,S1LX0YZ3-4TQP-7YE3-2FCY-IIN4QVV3ID2J,1852.11,SGD,6,A,P,187.59,parana,80010-000,br,FALSE,pt-BR,CREDITCARD,VISA,80530-290,PR,BR,80530-290,PR,BR,M,7,2,9/22/2007 17:51
N1861846759495103,1EV0WIKU-Q7OZ-5PAV-EI35-F4VVG2J9GJHV,24.45,USD,8,A,P,68.64,texas,79915,us,FALSE,en-US,CREDITCARD,MC,88008,NM,US,88008,NM,US,M,8,15,3/26/2007 17:17
I9945713745611410,1MQ1MC9B-HC7L-7UXK-ULPB-RSBV1W8SKPMZ,1704.39,USD,16,A,P,75.8,california,92123,us,FALSE,en-US,CREDITCARD,MC,,,US,,,US,M,2,22,10/22/2007 5:35
X9705968096746398,Z13O0FDJ-V56W-PHAD-4T3C-U3BE92LQVPFE,1858.45,USD,10,A,P,198.6,idaho,83605,us,FALSE,en-US,CREDITCARD,MC,83301,ID,US,83301,ID,US,M,1,20,2/14/2007 6:36
L8864885175827745,GV1BQB0I-LOP6-71ZY-R67K-TT4TVDAOW5PD,1238.63,USD,23,A,P,70.179,california,92123,us,FALSE,en-US,CREDITCARD,MC,92027,CA,US,92027,CA,US,M,1,12,3/8/2007 19:28
X7302938011502426,20661IBB-J8Y6-WS53-62IU-SSOILUMAYFTZ,443.49,EUR,22,A,P,99.233,ontario,m8v 1a1,ca,FALSE,en-CA,CREDITCARD,,M6S3J4,ON,CA,M6S3J4,ON,CA,M,4,5,2/10/2007 14:27
R9453270213536424,XBVCRG21-MIP5-EF7H-KUZY-WZ0B1L06E87Q,962.08,GBP,10,A,P,75.51,california,90006,us,FALSE,en-US,CREDITCARD,MC,93023,CA,US,93023,CA,US,M,2,14,3/13/2007 3:13
F4013790758124871,0GWWDRA9-76HB-IZCM-GWZT-LBNZ3GIE8LKC,1673.07,USD,12,A,P,72.208,arizona,85013,us,FALSE,en-US,CREDITCARD,VISA,85202,AZ,US,85202,AZ,US,M,7,5,12/7/2007 17:11
D7666512974834660,KTL9GC47-3HE0-ZQYO-ZVFB-TQ3HMU3RZO6X,1173.59,USD,6,A,P,70.178,kansas,66102,us,FALSE,en-US,CREDITCARD,AMEX,72631,AR,US,72631,AR,US,M,1,17,3/10/2007 21:26
D5906425544261082,GPOQRCS0-0RXI-FDYM-X1U9-I0P9GWHFFZVP,732.09,USD,23,A,P,198.53,alberta,t4n 0a1,ca,FALSE,en-CA,CREDITCARD,VISA,T1J4W2,AB,CA,T1J4W2,AB,CA,M,8,8,3/22/2007 19:39
C2523173781937558,L8LWFXZU-K0XK-QQF0-NFLM-872U77HOHEM5,161.47,USD,23,A,P,131.107,washington,98052,us,TRUE,en-CA,CREDITCARD,VISA,V6B 0B4,BC,CA,V6B 0B4,BC,CA,M,9,4,7/21/2007 7:31
O9713579588548302,FPMRAQEE-YZT4-9X3V-GXW4-XTCZ9O8QE8BB,74.98,GBP,3,A,P,108.45,district of columbia,20026,us,FALSE,en-US,CREDITCARD,VISA,20724,MD,US,20724,MD,US,M,9,15,8/9/2007 14:09
B1475474038005535,BTE3QDLA-TLKL-RIEW-K1KR-CS6JD9H5XLR0,1086.72,USD,4,A,P,188.11,hamburg,20038,de,FALSE,de-DE,CREDITCARD,AMEX,74523,,DE,74523,,DE,M,2,18,8/5/2007 16:41
